c_r_rc_100_100/c101.txt ,1.686874465,1.686874465,0,4.274279118,,Instancia,Soluci—n inicial 1era iteraci—n,Mejor Soluci—n Inicial,Mejor Encontrado ILS,GAP %,Tiempo (s)
c_r_rc_100_100/c103.txt ,1.495275199,1.530394427,2.348679856,8.806740046,,,,,,,
c_r_rc_100_100/c103.txt ,1.53204159,1.53204159,0,4.584249973,,,,,,,
c_r_rc_100_100/c103.txt ,1.492524785,1.527058157,2.31375528,6.130754948,,,,,,,
c_r_rc_100_100/c103.txt ,1.472352436,1.526605424,3.684782656,9.871278048,,,,,,,
c_r_rc_100_100/c103.txt ,1.516843437,1.516843437,0,4.569144011,,,,,,,
c_r_rc_100_100/c103.txt ,1.495262214,1.495809982,0.036633637,6.090364933,,,,,,,
c_r_rc_100_100/c103.txt ,1.539520764,1.539520764,0,4.527992964,,,,,,,
c_r_rc_100_100/c103.txt ,1.493736695,1.529745432,2.410648249,6.508312941,,,,,,,
c_r_rc_100_100/c103.txt ,1.496118411,1.530367687,2.289208867,5.78669095,,,,,,,
c_r_rc_100_100/c103.txt ,1.507255184,1.507255184,0,4.211899996,,,,,,,
c_r_rc_100_100/c103.txt ,1.474992145,1.492936635,1.216582065,6.408495903,,,,,,,
c_r_rc_100_100/c103.txt ,1.50770985,1.507990817,0.01863537,7.88350296,,,,,,,
c_r_rc_100_100/c103.txt ,1.494709434,1.527058157,2.164214793,9.378519058,,,,,,,
c_r_rc_100_100/c103.txt ,1.472771965,1.509055834,2.463644736,8.228164911,,,,,,,
c_r_rc_100_100/c103.txt ,1.539520764,1.539520764,0,4.669338226,,,,,,,
c_r_rc_100_100/c103.txt ,1.482471318,1.517828731,2.385031854,8.045186996,,,,,,,
c_r_rc_100_100/c103.txt ,1.501203946,1.520387477,1.277876411,9.812246084,,,,,,,
c_r_rc_100_100/c103.txt ,1.481486024,1.497067606,1.051753557,6.033163071,,,,,,,
c_r_rc_100_100/c103.txt ,1.463176977,1.51912625,3.82382133,12.29344487,,,,,,,
c_r_rc_100_100/c103.txt ,1.472588686,1.517828731,3.072144022,8.929176807,,,,,,,
c_r_rc_100_100/c103.txt ,1.496118411,1.513870382,1.186535114,6.168866158,,,,,,,
c_r_rc_100_100/c103.txt ,1.531475825,1.531475825,0,4.443879128,,,,,,,
c_r_rc_100_100/c103.txt ,1.47400685,1.491112677,1.160498436,6.523601055,,,,,,,
c_r_rc_100_100/c103.txt ,1.472588686,1.516113462,2.955664125,7.482912064,,,,,,,
c_r_rc_100_100/c103.txt ,1.496684177,1.50416335,0.499716208,6.115719795,,,,,,,
c_r_rc_100_100/c103.txt ,1.471244299,1.508748061,2.54911861,9.934514999,,,,,,,
c_r_rc_100_100/c103.txt ,1.537300584,1.537300584,0,4.394109011,,,,,,,
c_r_rc_100_100/c103.txt ,1.49335586,1.528544636,2.356355702,6.290808201,,,,,,,
c_r_rc_100_100/c103.txt ,1.482051789,1.530394427,3.261872346,14.74003196,,,,,,,
c_r_rc_100_100/c103.txt ,1.457358093,1.501089811,3.000753063,10.01021004,,,,,,,
c_r_rc_100_100/c103.txt ,1.463176977,1.537300584,5.065935869,8.09896493,,,,,,,
c_r_rc_100_100/c103.txt ,1.508256126,1.517262966,0.597169154,7.563864946,,,,,,,
c_r_rc_100_100/c103.txt ,1.515608552,1.515608552,0,4.974008799,,,,,,,
c_r_rc_100_100/c103.txt ,1.473491218,1.507633871,2.317126353,7.433691025,,,,,,,
c_r_rc_100_100/c103.txt ,1.496118411,1.522094855,1.736255821,6.570042849,,,,,,,
c_r_rc_100_100/c103.txt ,1.50416335,1.523516818,1.28665996,6.760841846,,,,,,,
c_r_rc_100_100/c103.txt ,1.508653254,1.509930029,0.084630119,7.981718063,,,,,,,
c_r_rc_100_100/c103.txt ,1.509364264,1.509364264,0,4.683060884,,,,,,,
c_r_rc_100_100/c103.txt ,1.50416335,1.531314287,1.80505242,7.199295044,,,,,,,
c_r_rc_100_100/c103.txt ,1.529821411,1.529821411,0,4.856734037,,,,,,,
c_r_rc_100_100/c103.txt ,1.472633404,1.508129379,2.410374154,10.18685508,,,,,,,
c_r_rc_100_100/c103.txt ,1.482471318,1.498362945,1.071968602,6.124248028,,,,,,,
c_r_rc_100_100/c103.txt ,1.463176977,1.517262966,3.696476231,7.454502106,,,,,,,
c_r_rc_100_100/c103.txt ,1.538954998,1.538954998,0,4.517179966,,,,,,,
c_r_rc_100_100/c103.txt ,1.517828731,1.517828731,0,4.507450104,,,,,,,
c_r_rc_100_100/c103.txt ,1.506300872,1.531475825,1.671309713,6.596537113,,,,,,,
c_r_rc_100_100/c103.txt ,1.494463998,1.51945737,1.672397081,6.478763103,,,,,,,
c_r_rc_100_100/c103.txt ,1.538954998,1.538954998,0,4.328171015,,,,,,,
c_r_rc_100_100/c103.txt ,1.472352436,1.530394427,3.94212614,10.32795596,,,,,,,
c_r_rc_100_100/c103.txt ,1.495407402,1.529852054,2.303362436,5.962541103,,,,,,,
c_r_rc_100_100/c103.txt ,1.474572616,1.517262966,2.895099895,16.20452499,,,,,,,
c_r_rc_100_100/c103.txt ,1.472487167,1.50416335,2.151202652,8.50724411,,,,,,,
c_r_rc_100_100/c103.txt ,1.531475825,1.538954998,0.488363793,6.736155033,,,,,,,
c_r_rc_100_100/c103.txt ,1.53204159,1.53204159,0,4.627347946,,,,,,,
c_r_rc_100_100/c103.txt ,1.472352436,1.53204159,4.053999045,10.75981593,,,,,,,
c_r_rc_100_100/c103.txt ,1.517262966,1.517262966,0,4.466906071,,,,,,,
c_r_rc_100_100/c103.txt ,1.529821411,1.529821411,0,4.649355888,,,,,,,
c_r_rc_100_100/c103.txt ,1.531475825,1.531475825,0,4.990077972,,,,,,,
c_r_rc_100_100/c103.txt ,1.495275199,1.523516818,1.888723806,6.512313843,,,,,,,
c_r_rc_100_100/c103.txt ,1.509783793,1.509783793,0,4.666265011,,,,,,,
c_r_rc_100_100/c103.txt ,1.517828731,1.517828731,0,4.880619049,,,,,,,
c_r_rc_100_100/c103.txt ,1.494696448,1.529551214,2.331895975,6.546933174,,,,,,,
c_r_rc_100_100/c103.txt ,1.503597585,1.514363741,0.716026443,6.392919064,,,,,,,
c_r_rc_100_100/c103.txt ,1.495262214,1.523516818,1.889608667,6.454987049,,,,,,,
c_r_rc_100_100/c103.txt ,1.473318242,1.507020538,2.287509639,6.428909063,,,,,,,
c_r_rc_100_100/c103.txt ,1.528399447,1.528399447,0,4.652168036,,,,,,,
c_r_rc_100_100/c103.txt ,1.474992145,1.517828731,2.904190828,6.259977102,,,,,,,
c_r_rc_100_100/c103.txt ,1.472287846,1.528985449,3.850986259,6.180933952,,,,,,,
c_r_rc_100_100/c103.txt ,1.503597585,1.521541807,1.19341916,6.551239967,,,,,,,
c_r_rc_100_100/c103.txt ,1.496118411,1.530394427,2.290996146,6.315412998,,,,,,,
c_r_rc_100_100/c103.txt ,1.474426379,1.501824786,1.85824174,6.630357027,,,,,,,
c_r_rc_100_100/c103.txt ,1.474563853,1.537300584,4.254595754,5.975208044,,,,,,,
c_r_rc_100_100/c103.txt ,1.509364264,1.529286289,1.319895124,6.579843044,,,,,,,
c_r_rc_100_100/c103.txt ,1.531475825,1.531475825,0,4.567677975,,,,,,,
c_r_rc_100_100/c103.txt ,1.508702395,1.517262966,0.567412862,6.752207041,,,,,,,
c_r_rc_100_100/c103.txt ,1.481486024,1.500446778,1.279846965,6.574688911,,,,,,,
c_r_rc_100_100/c103.txt ,1.537300584,1.537300584,0,4.559163094,,,,,,,
c_r_rc_100_100/c103.txt ,1.496118411,1.521149361,1.673059396,6.628204107,,,,,,,
c_r_rc_100_100/c103.txt ,1.482051789,1.528740013,3.150242377,9.026122093,,,,,,,
c_r_rc_100_100/c103.txt ,1.474264842,1.498648,1.653919814,6.34573698,,,,,,,
c_r_rc_100_100/c103.txt ,1.529821411,1.529821411,0,4.631092072,,,,,,,
c_r_rc_100_100/c103.txt ,1.480251139,1.50416335,1.615415846,7.051733971,,,,,,,
c_r_rc_100_100/c103.txt ,1.515608552,1.515608552,0,4.557730913,,,,,,,
c_r_rc_100_100/c103.txt ,1.508410346,1.517409202,0.596578804,9.760772944,,,,,,,
c_r_rc_100_100/c103.txt ,1.47400685,1.510349558,2.465572509,9.900369883,,,,,,,
c_r_rc_100_100/c103.txt ,1.508521051,1.508521051,0,4.453910112,,,,,,,
c_r_rc_100_100/c103.txt ,1.492574938,1.520359905,1.861545875,6.294157028,,,,,,,
c_r_rc_100_100/c103.txt ,1.47411795,1.50765082,2.274775175,6.276845932,,,,,,,
c_r_rc_100_100/c103.txt ,1.496684177,1.531475825,2.324581784,6.721696854,,,,,,,
c_r_rc_100_100/c103.txt ,1.481486024,1.539520764,3.917332923,7.845191956,,,,,,,
c_r_rc_100_100/c103.txt ,1.516843437,1.516843437,0,4.557560205,,,,,,,
c_r_rc_100_100/c103.txt ,1.508636961,1.508636961,0,4.624957085,,,,,,,
c_r_rc_100_100/c103.txt ,1.480251139,1.530632612,3.403576069,8.015318155,,,,,,,
c_r_rc_100_100/c103.txt ,1.496684177,1.521627758,1.666589493,6.012645006,,,,,,,
c_r_rc_100_100/c103.txt ,1.517828731,1.517828731,0,4.572683096,,,,,,,
c_r_rc_100_100/c103.txt ,1.496684177,1.530764815,2.277076129,6.424273968,,,,,,,
c_r_rc_100_100/c103.txt ,1.53015253,1.530764815,0.040014618,6.482106209,,,,,,,
c_r_rc_100_100/c103.txt ,1.510349558,1.516843437,0.429958672,7.108129978,,,,,,,
c_r_rc_100_100/c103.txt ,1.53204159,1.53204159,0,4.608496904,,,,,,,
c_r_rc_100_100/c103.txt ,1.496684177,1.505355934,0.579397914,6.148478031,,,,,,,
c_r_rc_100_100/c103.txt ,1.496118411,1.514744576,1.244965948,6.301923037,,,,,,,
c_r_rc_100_100/c103.txt ,1.50416335,1.514797356,0.706971432,6.115226984,,,,,,,
c_r_rc_100_100/c103.txt ,1.527882199,1.527882199,0,4.526549816,,,,,,,
c_r_rc_100_100/c103.txt ,1.508675655,1.508675655,0,4.627542973,,,,,,,
c_r_rc_100_100/c103.txt ,1.463176977,1.530440093,4.597059485,9.893146992,,,,,,,
c_r_rc_100_100/c103.txt ,1.508256126,1.508256126,0,4.535880089,,,,,,,
c_r_rc_100_100/c103.txt ,1.539520764,1.539520764,0,4.536524057,,,,,,,
c_r_rc_100_100/c103.txt ,1.463176977,1.539520764,5.217672768,10.42012382,,,,,,,
c_r_rc_100_100/c103.txt ,1.503597585,1.539520764,2.389148463,10.23208785,,,,,,,
c_r_rc_100_100/c103.txt ,1.454616405,1.528790072,5.099190843,13.68418884,,,,,,,
c_r_rc_100_100/c103.txt ,1.528740013,1.528740013,0,4.564770937,,,,,,,
c_r_rc_100_100/c103.txt ,1.530102378,1.530764815,0.043293641,5.901487827,,,,,,,
c_r_rc_100_100/c103.txt ,1.527932351,1.530748522,0.184312538,7.91217494,,,,,,,
c_r_rc_100_100/c103.txt ,1.496684177,1.539520764,2.862099249,5.998539925,,,,,,,
c_r_rc_100_100/c103.txt ,1.529586765,1.53019905,0.040029419,7.787801027,,,,,,,
c_r_rc_100_100/c103.txt ,1.482258497,1.510349558,1.895152607,8.098432064,,,,,,,
c_r_rc_100_100/c103.txt ,1.471897771,1.500008461,1.90982627,6.902909994,,,,,,,
c_r_rc_100_100/c103.txt ,1.471625134,1.517409202,3.111123052,7.016804934,,,,,,,
c_r_rc_100_100/c103.txt ,1.474426379,1.517262966,2.905305222,6.207951784,,,,,,,
c_r_rc_100_100/c103.txt ,1.517828731,1.517828731,0,4.548491001,,,,,,,
c_r_rc_100_100/c103.txt ,1.472925452,1.506550857,2.282899287,6.35089016,,,,,,,
c_r_rc_100_100/c103.txt ,1.494696448,1.528777086,2.280104309,6.314043999,,,,,,,
c_r_rc_100_100/c103.txt ,1.501943171,1.511750146,0.652952455,6.383923054,,,,,,,
c_r_rc_100_100/c103.txt ,1.481905553,1.515608552,2.274301432,9.898275137,,,,,,,
c_r_rc_100_100/c103.txt ,1.529821411,1.529821411,0,4.585294962,,,,,,,
c_r_rc_100_100/c103.txt ,1.472771965,1.509783793,2.513072491,6.905629873,,,,,,,
c_r_rc_100_100/c103.txt ,1.494795117,1.523516818,1.92144732,6.414024115,,,,,,,
c_r_rc_100_100/c103.txt ,1.506852604,1.517828731,0.728414168,7.590167999,,,,,,,
c_r_rc_100_100/c103.txt ,1.503597585,1.539520764,2.389148463,13.95784712,,,,,,,
c_r_rc_100_100/c103.txt ,1.473149604,1.538954998,4.466986483,9.537906885,,,,,,,
c_r_rc_100_100/c103.txt ,1.473698421,1.4990378,1.71944126,6.411612034,,,,,,,
c_r_rc_100_100/c103.txt ,1.473017402,1.53019905,3.881939738,14.82490301,,,,,,,
c_r_rc_100_100/c103.txt ,1.473510384,1.484494448,0.745435181,6.145070076,,,,,,,
c_r_rc_100_100/c103.txt ,1.482471318,1.53204159,3.343759249,8.40092802,,,,,,,
c_r_rc_100_100/c103.txt ,1.473510384,1.509055834,2.412297275,8.288072109,,,,,,,
c_r_rc_100_100/c103.txt ,1.515189023,1.515189023,0,4.512722015,,,,,,,
c_r_rc_100_100/c103.txt ,1.463176977,1.507402076,3.02253929,7.489996195,,,,,,,
c_r_rc_100_100/c103.txt ,1.473004416,1.507328948,2.330239579,11.62908697,,,,,,,
c_r_rc_100_100/c103.txt ,1.508490069,1.530764815,1.4766253,8.695585966,,,,,,,
c_r_rc_100_100/c103.txt ,1.480251139,1.53060163,3.401483031,9.615897894,,,,,,,
c_r_rc_100_100/c103.txt ,1.4933826,1.514929507,1.442825645,6.507304192,,,,,,,
c_r_rc_100_100/c103.txt ,1.473696824,1.508182295,2.340065526,6.049431086,,,,,,,
c_r_rc_100_100/c103.txt ,1.537300584,1.537300584,0,4.481703043,,,,,,,
c_r_rc_100_100/c103.txt ,1.537300584,1.537300584,0,4.692296028,,,,,,,
c_r_rc_100_100/c103.txt ,1.492524785,1.531475825,2.609741531,16.53952813,,,,,,,
c_r_rc_100_100/c103.txt ,1.527932351,1.539520764,0.758437541,7.031637907,,,,,,,
c_r_rc_100_100/c103.txt ,1.471807764,1.51582328,2.990575029,6.960654974,,,,,,,
c_r_rc_100_100/c103.txt ,1.471362988,1.507047981,2.425301786,6.232717037,,,,,,,
c_r_rc_100_100/c103.txt ,1.509930029,1.539520764,1.959742108,7.124852896,,,,,,,
c_r_rc_100_100/c103.txt ,1.509622255,1.509622255,0,4.550194025,,,,,,,
c_r_rc_100_100/c103.txt ,1.474572616,1.507116622,2.207012817,6.291136026,,,,,,,
c_r_rc_100_100/c103.txt ,1.5079423,1.5079423,0,4.653111935,,,,,,,
c_r_rc_100_100/c103.txt ,1.530632612,1.530632612,0,4.792406082,,,,,,,
c_r_rc_100_100/c103.txt ,1.482051789,1.517221599,2.373048672,7.284425974,,,,,,,
c_r_rc_100_100/c103.txt ,1.529821411,1.529821411,0,4.679389,,,,,,,
c_r_rc_100_100/c103.txt ,1.501943171,1.511072031,0.607803276,6.068186045,,,,,,,
c_r_rc_100_100/c103.txt ,1.470413224,1.517828731,3.224638241,7.279443026,,,,,,,
c_r_rc_100_100/c103.txt ,1.472683556,1.528713273,3.804599883,7.040985823,,,,,,,
c_r_rc_100_100/c103.txt ,1.501943171,1.518769304,1.12029095,6.079596996,,,,,,,
c_r_rc_100_100/c103.txt ,1.472771965,1.507255184,2.341382068,6.188359022,,,,,,,
c_r_rc_100_100/c103.txt ,1.531475825,1.531475825,0,4.604030848,,,,,,,
c_r_rc_100_100/c103.txt ,1.495407402,1.522789515,1.831080493,6.190956116,,,,,,,
c_r_rc_100_100/c103.txt ,1.473318242,1.500184632,1.823529332,6.443520069,,,,,,,
c_r_rc_100_100/c103.txt ,1.463176977,1.517262966,3.696476231,7.024367094,,,,,,,
c_r_rc_100_100/c103.txt ,1.480251139,1.508460498,1.905714419,6.614940166,,,,,,,
c_r_rc_100_100/c103.txt ,1.537300584,1.537300584,0,4.422609806,,,,,,,
c_r_rc_100_100/c103.txt ,1.472771965,1.529852054,3.875690882,8.864141941,,,,,,,
c_r_rc_100_100/c103.txt ,1.538954998,1.538954998,0,4.51364398,,,,,,,
c_r_rc_100_100/c103.txt ,1.509364264,1.509364264,0,4.183704853,,,,,,,
c_r_rc_100_100/c103.txt ,1.472771965,1.529538229,3.854382385,9.193141937,,,,,,,
c_r_rc_100_100/c103.txt ,1.539520764,1.539520764,0,4.324416161,,,,,,,
c_r_rc_100_100/c103.txt ,1.482051789,1.531314287,3.323939047,11.55063891,,,,,,,
c_r_rc_100_100/c103.txt ,1.481905553,1.515608552,2.274301432,6.712221146,,,,,,,
c_r_rc_100_100/c103.txt ,1.515608552,1.515608552,0,4.30996418,,,,,,,
c_r_rc_100_100/c103.txt ,1.494229352,1.528972463,2.325152525,6.097028017,,,,,,,
c_r_rc_100_100/c103.txt ,1.474426379,1.538954998,4.376523614,9.097038031,,,,,,,
c_r_rc_100_100/c103.txt ,1.496684177,1.522094855,1.697798238,5.610183001,,,,,,,
c_r_rc_100_100/c103.txt ,1.507021241,1.507255184,0.015523562,5.410061836,,,,,,,
c_r_rc_100_100/c103.txt ,1.4829858,1.499369961,1.104808987,5.983327866,,,,,,,
c_r_rc_100_100/c103.txt ,1.474992145,1.49267054,1.198541631,7.981159925,,,,,,,
c_r_rc_100_100/c103.txt ,1.481486024,1.509930029,1.919964463,8.568912029,,,,,,,
c_r_rc_100_100/c103.txt ,1.531475825,1.531475825,0,4.251209974,,,,,,,
c_r_rc_100_100/c103.txt ,1.539520764,1.539520764,0,4.29063797,,,,,,,
c_r_rc_100_100/c103.txt ,1.508490069,1.539520764,2.057069855,6.798510075,,,,,,,
c_r_rc_100_100/c103.txt ,1.503597585,1.512315911,0.579831091,5.798172951,,,,,,,
c_r_rc_100_100/c103.txt ,1.538954998,1.538954998,0,4.182492018,,,,,,,
c_r_rc_100_100/c103.txt ,1.496684177,1.528825603,2.14750891,5.840276957,,,,,,,
c_r_rc_100_100/c103.txt ,1.463176977,1.517262966,3.696476231,6.639718056,,,,,,,
c_r_rc_100_100/c103.txt ,1.517828731,1.517828731,0,4.198809147,,,,,,,
c_r_rc_100_100/c103.txt ,1.503597585,1.514819629,0.746346222,5.530740023,,,,,,,
c_r_rc_100_100/c103.txt ,1.472352436,1.531167396,3.99462505,8.583508015,,,,,,,
c_r_rc_100_100/c103.txt ,1.474426379,1.539520764,4.414895514,7.94677186,,,,,,,
c_r_rc_100_100/c103.txt ,1.47983161,1.507174728,1.847718191,6.185652018,,,,,,,
c_r_rc_100_100/c103.txt ,1.53015253,1.530764815,0.040014618,5.642750978,,,,,,,
c_r_rc_100_100/c103.txt ,1.496118411,1.52902098,2.199195482,5.889419079,,,,,,,
c_r_rc_100_100/c103.txt ,1.473696824,1.531167396,3.899755411,5.636611938,,,,,,,
c_r_rc_100_100/c103.txt ,1.471075661,1.508636961,2.553322059,7.580985069,,,,,,,
c_r_rc_100_100/c103.txt ,1.508410346,1.508410346,0,4.300101042,,,,,,,
c_r_rc_100_100/c103.txt ,1.508087488,1.508087488,0,4.356743813,,,,,,,
c_r_rc_100_100/c103.txt ,1.473017402,1.508909598,2.436644423,5.571182966,,,,,,,
c_r_rc_100_100/c103.txt ,1.473103085,1.5080534,2.372564106,6.059441805,,,,,,,
c_r_rc_100_100/c103.txt ,1.481486024,1.499430245,1.211231249,5.890930176,,,,,,,
c_r_rc_100_100/c103.txt ,1.50416335,1.521627758,1.161071224,5.893393993,,,,,,,
c_r_rc_100_100/c103.txt ,1.53204159,1.53204159,0,4.047044039,,,,,,,
c_r_rc_100_100/c103.txt ,1.472352436,1.529094108,3.853810415,7.290390968,,,,,,,
c_r_rc_100_100/c103.txt ,1.483465882,1.495275199,0.79606259,5.484537125,,,,,,,
c_r_rc_100_100/c103.txt ,1.517828731,1.517828731,0,4.306098938,,,,,,,
c_r_rc_100_100/c103.txt ,1.473017402,1.539520764,4.514770951,8.534689903,,,,,,,
c_r_rc_100_100/c103.txt ,1.537300584,1.537300584,0,4.051864862,,,,,,,
c_r_rc_100_100/c103.txt ,1.508410346,1.508410346,0,4.169826031,,,,,,,
c_r_rc_100_100/c103.txt ,1.482471318,1.500553853,1.219756149,6.942928076,,,,,,,
c_r_rc_100_100/c103.txt ,1.472352436,1.517262966,3.050256754,13.22883701,,,,,,,
c_r_rc_100_100/c103.txt ,1.53204159,1.53204159,0,4.176648855,,,,,,,
c_r_rc_100_100/c103.txt ,1.472771965,1.528399447,3.777060071,8.348980188,,,,,,,
c_r_rc_100_100/c103.txt ,1.473806381,1.508247695,2.336895446,7.35114789,,,,,,,
c_r_rc_100_100/c103.txt ,1.471917321,1.530394427,3.972852617,8.165618181,,,,,,,
c_r_rc_100_100/c103.txt ,1.480251139,1.529821411,3.348774442,7.190810919,,,,,,,
c_r_rc_100_100/c103.txt ,1.530933452,1.531167396,0.015281093,5.725895882,,,,,,,
c_r_rc_100_100/c103.txt ,1.474572616,1.507646857,2.242971331,5.833395004,,,,,,,
c_r_rc_100_100/c103.txt ,1.537300584,1.537300584,0,3.972744942,,,,,,,
c_r_rc_100_100/c103.txt ,1.494463998,1.529286289,2.330085658,5.861984968,,,,,,,
c_r_rc_100_100/c103.txt ,1.509930029,1.509930029,0,4.010492086,,,,,,,
c_r_rc_100_100/c103.txt ,1.472384417,1.491960636,1.32955896,5.584697008,,,,,,,
c_r_rc_100_100/c103.txt ,1.508129379,1.529286289,1.40285777,6.139123917,,,,,,,
c_r_rc_100_100/c103.txt ,1.478551528,1.516436515,2.562304131,7.471763849,,,,,,,
c_r_rc_100_100/c103.txt ,1.50770985,1.50770985,0,3.926738977,,,,,,,
c_r_rc_100_100/c103.txt ,1.515189023,1.515189023,0,4.039530039,,,,,,,
c_r_rc_100_100/c103.txt ,1.516843437,1.516843437,0,4.165895939,,,,,,,
c_r_rc_100_100/c103.txt ,1.474426379,1.530764815,3.821040942,9.196943045,,,,,,,
c_r_rc_100_100/c103.txt ,1.515189023,1.515189023,0,4.09986496,,,,,,,
c_r_rc_100_100/c103.txt ,1.473806381,1.515246856,2.811799186,6.4990201,,,,,,,
c_r_rc_100_100/c103.txt ,1.538954998,1.538954998,0,4.142289877,,,,,,,
c_r_rc_100_100/c103.txt ,1.473510384,1.508182295,2.353014412,5.613196135,,,,,,,
c_r_rc_100_100/c103.txt ,1.53060163,1.53060163,0,4.17156601,,,,,,,
c_r_rc_100_100/c103.txt ,1.508927595,1.509072783,0.009621956,5.830085039,,,,,,,
c_r_rc_100_100/c103.txt ,1.53204159,1.53204159,0,4.108468056,,,,,,,
c_r_rc_100_100/c103.txt ,1.537300584,1.537300584,0,3.931612968,,,,,,,
c_r_rc_100_100/c103.txt ,1.510349558,1.510349558,0,4.149966955,,,,,,,
c_r_rc_100_100/c103.txt ,1.501943171,1.512008764,0.670171383,5.60444808,,,,,,,
c_r_rc_100_100/c103.txt ,1.50905649,1.50905649,0,4.253926039,,,,,,,
c_r_rc_100_100/c103.txt ,1.510349558,1.510349558,0,4.051800013,,,,,,,
c_r_rc_100_100/c103.txt ,1.481486024,1.517828731,2.453125247,8.686742067,,,,,,,
c_r_rc_100_100/c103.txt ,1.493042034,1.522261274,1.957027299,7.925528049,,,,,,,
c_r_rc_100_100/c103.txt ,1.471690567,1.538954998,4.570555259,7.547212839,,,,,,,
c_r_rc_100_100/c103.txt ,1.494463998,1.531475825,2.476595434,6.564563036,,,,,,,
c_r_rc_100_100/c103.txt ,1.481905553,1.517262966,2.385942417,7.269848824,,,,,,,
c_r_rc_100_100/c103.txt ,1.47400685,1.522478336,3.288416578,8.910973787,,,,,,,
c_r_rc_100_100/c103.txt ,1.50416335,1.530440093,1.7469341,6.101909161,,,,,,,
c_r_rc_100_100/c103.txt ,1.50416335,1.520359905,1.07678163,7.145838976,,,,,,,
c_r_rc_100_100/c103.txt ,1.537300584,1.537300584,0,4.5517838,,,,,,,
c_r_rc_100_100/c103.txt ,1.53015253,1.538954998,0.575267338,8.747202158,,,,,,,
c_r_rc_100_100/c103.txt ,1.509364264,1.509364264,0,4.653480053,,,,,,,
c_r_rc_100_100/c103.txt ,1.50894058,1.515608552,0.441897567,9.32281208,,,,,,,
c_r_rc_100_100/c103.txt ,1.470413224,1.50770985,2.536472375,6.947254181,,,,,,,
c_r_rc_100_100/c103.txt ,1.47400685,1.530232889,3.814503232,11.50290799,,,,,,,
c_r_rc_100_100/c103.txt ,1.496684177,1.520814504,1.61225242,6.12395215,,,,,,,
c_r_rc_100_100/c103.txt ,1.506720401,1.539520764,2.176937574,8.744571924,,,,,,,
c_r_rc_100_100/c103.txt ,1.517409202,1.517409202,0,4.340015888,,,,,,,
c_r_rc_100_100/c103.txt ,1.515189023,1.515189023,0,4.462743044,,,,,,,
c_r_rc_100_100/c103.txt ,1.495275199,1.538954998,2.921187943,7.219362974,,,,,,,
c_r_rc_100_100/c103.txt ,1.515608552,1.515608552,0,4.622273922,,,,,,,
c_r_rc_100_100/c103.txt ,1.496684177,1.523738762,1.80763487,6.016166925,,,,,,,
c_r_rc_100_100/c103.txt ,1.47983161,1.530960192,3.455027041,10.04629016,,,,,,,
c_r_rc_100_100/c103.txt ,1.527932351,1.528455215,0.034220338,6.637471914,,,,,,,
c_r_rc_100_100/c103.txt ,1.482471318,1.509072783,1.794399957,7.690109968,,,,,,,
c_r_rc_100_100/c103.txt ,1.482471318,1.537300584,3.698504327,8.926113129,,,,,,,
c_r_rc_100_100/c103.txt ,1.528713273,1.528713273,0,4.646272182,,,,,,,
c_r_rc_100_100/c103.txt ,1.501943171,1.51040441,0.563352781,6.049793005,,,,,,,
c_r_rc_100_100/c103.txt ,1.50416335,1.513067187,0.591946106,6.220950842,,,,,,,
c_r_rc_100_100/c103.txt ,1.496684177,1.531475825,2.324581784,6.643218994,,,,,,,
c_r_rc_100_100/c103.txt ,1.482051789,1.517828731,2.414014309,8.441994905,,,,,,,
c_r_rc_100_100/c103.txt ,1.501943171,1.52801271,1.735720728,6.007911921,,,,,,,
c_r_rc_100_100/c103.txt ,1.495010274,1.528740013,2.256154331,9.625962973,,,,,,,
c_r_rc_100_100/c103.txt ,1.50416335,1.529538229,1.68697624,6.191035986,,,,,,,
c_r_rc_100_100/c103.txt ,1.530619627,1.531167396,0.035787398,6.265829086,,,,,,,
c_r_rc_100_100/c103.txt ,1.492524785,1.514615681,1.48010243,6.488818884,,,,,,,
c_r_rc_100_100/c103.txt ,1.47983161,1.500008461,1.363455907,6.889407158,,,,,,,
c_r_rc_100_100/c103.txt ,1.495602779,1.529758418,2.283737335,6.292911053,,,,,,,
c_r_rc_100_100/c103.txt ,1.501943171,1.529758418,1.851950695,10.0102098,,,,,,,
c_r_rc_100_100/c103.txt ,1.482051789,1.538954998,3.83948856,8.708659887,,,,,,,
c_r_rc_100_100/c103.txt ,1.538954998,1.538954998,0,4.557265043,,,,,,,
c_r_rc_100_100/c103.txt ,1.537300584,1.537300584,0,4.482039928,,,,,,,
c_r_rc_100_100/c103.txt ,1.53060163,1.539520764,0.582720751,6.929219961,,,,,,,
c_r_rc_100_100/c103.txt ,1.47983161,1.506300872,1.788667163,9.882958889,,,,,,,
c_r_rc_100_100/c103.txt ,1.50416335,1.537300584,2.20303425,7.346596003,,,,,,,
c_r_rc_100_100/c103.txt ,1.47983161,1.507633871,1.878744925,10.06818318,,,,,,,
c_r_rc_100_100/c103.txt ,1.517262966,1.517262966,0,4.817972183,,,,,,,
c_r_rc_100_100/c103.txt ,1.537300584,1.537300584,0,4.487767935,,,,,,,
c_r_rc_100_100/c103.txt ,1.474572616,1.498852342,1.646560228,6.402015924,,,,,,,
c_r_rc_100_100/c103.txt ,1.480251139,1.498830355,1.25513948,6.480334997,,,,,,,
